gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Adip1	Adip2	B	B_plasma	CD14+Mo	CD16+Mo	CD4+T_act	CD4+T_naive	CD8+T_em	CD8+T_te	CD8+T_trans	DC	EC10_CMC-like	EC1_cap	EC2_cap	EC3_cap	EC5_art	EC6_ven	EC7_endocardial	EC8_ln	FB2	FB3	FB4_activated	FB5	FB6	ILC	LYVE1+IGF1+MP	LYVE1+MP_cycling	LYVE1+TIMD4+MP	MAIT-like	Mast	MoMP	NC1_glial	NC2_glial_NGF+	NK_CD16hi	NK_CD56hi	PC2_atria	PC3_str	SAN_P_cell	SMC1_basic	SMC2_art	aCM1	aCM2	aCM3	aCM4	epicardium_subepicardium	myocardium
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC011C55B71	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.306	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.188	0.387	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC0E5E4119C	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.306	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.188	0.387	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-SC0819046AF	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.306	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.188	0.387	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	NODAL_receptor_IbIIa_CFC1	CPI-SC08F1D4358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	NODAL_receptor_IbIIa_TDGF1	CPI-SC08C72892F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.026	0.0	0.0	0.015	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.215	0.339	0.144	0.058	0.308	0.342	0.28	0.414	0.548	0.0	0.054	0.487	0.224	0.041	0.0	0.23	0.142	0.119	0.07	0.167	0.264	0.422	0.0	0.216	0.09	0.0	0.434	0.35	0.511	0.407	0.094	0.512	0.179	0.367	0.226	0.275	0.136	0.134	0.179	0.049	0.227	0.098	0.134	0.081	0.123	0.197	0.175
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.215	0.339	0.144	0.058	0.308	0.342	0.28	0.414	0.548	0.0	0.054	0.487	0.224	0.041	0.0	0.23	0.142	0.119	0.07	0.167	0.264	0.422	0.0	0.216	0.09	0.0	0.434	0.35	0.511	0.407	0.094	0.512	0.179	0.367	0.226	0.275	0.136	0.134	0.179	0.049	0.227	0.098	0.134	0.081	0.123	0.197	0.175
BMPR2	Q13873	True	BMPR2_HUMAN	ACVL1_BMPR2	CPI-SC07C452E3D	0.006	0.028	0.0	0.0	0.174	0.044	0.0	0.0	0.0	0.0	0.0	0.064	0.112	0.095	0.648	0.0	0.238	0.133	0.09	0.184	0.046	0.04	0.26	0.01	0.025	0.0	0.091	0.125	0.133	0.0	0.0	0.041	0.009	0.063	0.0	0.0	0.158	0.0	0.034	0.0	0.017	0.001	0.001	0.0	0.0	0.046	0.049
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC0D0822443	0.429	0.456	0.076	0.48	0.234	0.256	0.168	0.248	0.216	0.096	0.091	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.703	0.305	0.252	0.221	0.166	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.102	0.279	0.169	0.43	0.0	0.0	0.2	0.077	0.5	0.331	0.195	0.407	0.571	0.254	0.415	0.202	0.221
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC00DF87C38	0.429	0.456	0.076	0.48	0.234	0.256	0.168	0.248	0.216	0.096	0.091	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.703	0.305	0.252	0.221	0.166	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.102	0.279	0.169	0.43	0.0	0.0	0.2	0.077	0.5	0.331	0.195	0.407	0.571	0.254	0.415	0.202	0.221
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC04771EF53	0.429	0.456	0.076	0.48	0.234	0.256	0.168	0.248	0.216	0.096	0.091	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.703	0.305	0.252	0.221	0.166	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.102	0.279	0.169	0.43	0.0	0.0	0.2	0.077	0.5	0.331	0.195	0.407	0.571	0.254	0.415	0.202	0.221
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC0BD23E626	0.429	0.456	0.076	0.48	0.234	0.256	0.168	0.248	0.216	0.096	0.091	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.703	0.305	0.252	0.221	0.166	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.102	0.279	0.169	0.43	0.0	0.0	0.2	0.077	0.5	0.331	0.195	0.407	0.571	0.254	0.415	0.202	0.221
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC070B9F112	1.151	1.195	0.2	0.219	0.524	0.217	0.281	0.332	0.337	0.206	0.184	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.674	0.17	0.787	0.667	0.204	0.316	0.774	0.245	0.433	0.795	0.695	0.478	0.357	0.436	0.536	0.914	0.217	0.179	0.876	0.199	0.895	0.556	0.93	0.66	0.781	0.54	0.545	0.575	0.505
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0915DDE22	1.151	1.195	0.2	0.219	0.524	0.217	0.281	0.332	0.337	0.206	0.184	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.674	0.17	0.787	0.667	0.204	0.316	0.774	0.245	0.433	0.795	0.695	0.478	0.357	0.436	0.536	0.914	0.217	0.179	0.876	0.199	0.895	0.556	0.93	0.66	0.781	0.54	0.545	0.575	0.505
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC085698C59	1.151	1.195	0.2	0.219	0.524	0.217	0.281	0.332	0.337	0.206	0.184	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.674	0.17	0.787	0.667	0.204	0.316	0.774	0.245	0.433	0.795	0.695	0.478	0.357	0.436	0.536	0.914	0.217	0.179	0.876	0.199	0.895	0.556	0.93	0.66	0.781	0.54	0.545	0.575	0.505
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC00D19A858	1.151	1.195	0.2	0.219	0.524	0.217	0.281	0.332	0.337	0.206	0.184	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.674	0.17	0.787	0.667	0.204	0.316	0.774	0.245	0.433	0.795	0.695	0.478	0.357	0.436	0.536	0.914	0.217	0.179	0.876	0.199	0.895	0.556	0.93	0.66	0.781	0.54	0.545	0.575	0.505
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0B1EBCCC6	1.151	1.195	0.2	0.219	0.524	0.217	0.281	0.332	0.337	0.206	0.184	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.674	0.17	0.787	0.667	0.204	0.316	0.774	0.245	0.433	0.795	0.695	0.478	0.357	0.436	0.536	0.914	0.217	0.179	0.876	0.199	0.895	0.556	0.93	0.66	0.781	0.54	0.545	0.575	0.505
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC02AFDCE1F	1.151	1.195	0.2	0.219	0.524	0.217	0.281	0.332	0.337	0.206	0.184	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.674	0.17	0.787	0.667	0.204	0.316	0.774	0.245	0.433	0.795	0.695	0.478	0.357	0.436	0.536	0.914	0.217	0.179	0.876	0.199	0.895	0.556	0.93	0.66	0.781	0.54	0.545	0.575	0.505
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0B118E8DA	1.151	1.195	0.2	0.219	0.524	0.217	0.281	0.332	0.337	0.206	0.184	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.674	0.17	0.787	0.667	0.204	0.316	0.774	0.245	0.433	0.795	0.695	0.478	0.357	0.436	0.536	0.914	0.217	0.179	0.876	0.199	0.895	0.556	0.93	0.66	0.781	0.54	0.545	0.575	0.505
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0A1278CD8	1.151	1.195	0.2	0.219	0.524	0.217	0.281	0.332	0.337	0.206	0.184	0.3	0.056	0.0	0.165	0.0	0.073	0.053	0.674	0.17	0.787	0.667	0.204	0.316	0.774	0.245	0.433	0.795	0.695	0.478	0.357	0.436	0.536	0.914	0.217	0.179	0.876	0.199	0.895	0.556	0.93	0.66	0.781	0.54	0.545	0.575	0.505
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0C403F032	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.903	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.627	0.531	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC07F8BC578	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.903	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.627	0.531	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC08AB23320	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.903	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.627	0.531	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0DDF53DDB	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.903	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.627	0.531	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0DA028FF9	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.903	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.627	0.531	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0E866CD7F	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.903	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.627	0.531	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC0A76B562F	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.903	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.627	0.531	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC090BF166F	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.903	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.627	0.531	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-SC039AFE4AD	0.008	0.093	0.0	0.0	0.0	0.0	0.02	0.0	0.011	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.02	0.217	0.903	0.063	0.008	0.016	0.0	0.036	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.627	0.531	0.0	0.0	0.099	0.0	0.028	0.046	0.056	0.004	0.002	0.028	0.002	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.215	0.339	0.253	0.211	0.308	0.459	0.28	0.407	0.337	0.39	0.283	0.487	0.224	0.041	0.0	0.23	0.142	0.119	0.07	0.167	0.264	0.422	0.531	0.216	0.09	0.0	0.765	0.648	0.577	0.516	0.302	0.584	0.179	0.367	0.217	0.406	0.136	0.134	0.179	0.049	0.245	0.098	0.134	0.081	0.123	0.289	0.297
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-CC0AFC21177	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-SC0C33040A3	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-SC079BB7A02	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-SC063D5B0A1	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-SC0F78051B8	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-SC06FA9E664	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-CC07611BF54	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-CC0AD71E0D3	0.397	0.456	0.076	0.058	0.234	0.256	0.168	0.248	0.216	0.0	0.054	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.306	0.305	0.252	0.221	0.0	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.094	0.279	0.169	0.387	0.0	0.0	0.2	0.077	0.284	0.313	0.195	0.238	0.356	0.12	0.244	0.197	0.175
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-CC028D7588F	0.09	0.108	0.02	0.0	0.234	0.066	0.06	0.059	0.083	0.051	0.01	0.125	0.028	0.095	0.0	0.215	0.106	0.057	0.073	0.136	0.056	0.019	0.0	0.036	0.057	0.0	0.158	0.119	0.134	0.0	0.0	0.108	0.169	0.2	0.0	0.0	0.061	0.077	0.05	0.041	0.071	0.028	0.037	0.047	0.042	0.132	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-SC04091C5FD	0.09	0.108	0.02	0.0	0.234	0.066	0.06	0.059	0.083	0.051	0.01	0.125	0.028	0.095	0.0	0.215	0.106	0.057	0.073	0.136	0.056	0.019	0.0	0.036	0.057	0.0	0.158	0.119	0.134	0.0	0.0	0.108	0.169	0.2	0.0	0.0	0.061	0.077	0.05	0.041	0.071	0.028	0.037	0.047	0.042	0.132	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-SC0A978EC39	0.09	0.108	0.02	0.0	0.234	0.066	0.06	0.059	0.083	0.051	0.01	0.125	0.028	0.095	0.0	0.215	0.106	0.057	0.073	0.136	0.056	0.019	0.0	0.036	0.057	0.0	0.158	0.119	0.134	0.0	0.0	0.108	0.169	0.2	0.0	0.0	0.061	0.077	0.05	0.041	0.071	0.028	0.037	0.047	0.042	0.132	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-SC0A9057425	0.09	0.108	0.02	0.0	0.234	0.066	0.06	0.059	0.083	0.051	0.01	0.125	0.028	0.095	0.0	0.215	0.106	0.057	0.073	0.136	0.056	0.019	0.0	0.036	0.057	0.0	0.158	0.119	0.134	0.0	0.0	0.108	0.169	0.2	0.0	0.0	0.061	0.077	0.05	0.041	0.071	0.028	0.037	0.047	0.042	0.132	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-SC0EBF691F3	0.09	0.108	0.02	0.0	0.234	0.066	0.06	0.059	0.083	0.051	0.01	0.125	0.028	0.095	0.0	0.215	0.106	0.057	0.073	0.136	0.056	0.019	0.0	0.036	0.057	0.0	0.158	0.119	0.134	0.0	0.0	0.108	0.169	0.2	0.0	0.0	0.061	0.077	0.05	0.041	0.071	0.028	0.037	0.047	0.042	0.132	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-SC0D868E29E	0.09	0.108	0.02	0.0	0.234	0.066	0.06	0.059	0.083	0.051	0.01	0.125	0.028	0.095	0.0	0.215	0.106	0.057	0.073	0.136	0.056	0.019	0.0	0.036	0.057	0.0	0.158	0.119	0.134	0.0	0.0	0.108	0.169	0.2	0.0	0.0	0.061	0.077	0.05	0.041	0.071	0.028	0.037	0.047	0.042	0.132	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-CC07323E253	0.09	0.108	0.02	0.0	0.234	0.066	0.06	0.059	0.083	0.051	0.01	0.125	0.028	0.095	0.0	0.215	0.106	0.057	0.073	0.136	0.056	0.019	0.0	0.036	0.057	0.0	0.158	0.119	0.134	0.0	0.0	0.108	0.169	0.2	0.0	0.0	0.061	0.077	0.05	0.041	0.071	0.028	0.037	0.047	0.042	0.132	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-CC0300AB2DF	0.09	0.108	0.02	0.0	0.234	0.066	0.06	0.059	0.083	0.051	0.01	0.125	0.028	0.095	0.0	0.215	0.106	0.057	0.073	0.136	0.056	0.019	0.0	0.036	0.057	0.0	0.158	0.119	0.134	0.0	0.0	0.108	0.169	0.2	0.0	0.0	0.061	0.077	0.05	0.041	0.071	0.028	0.037	0.047	0.042	0.132	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-SC0D0822443	0.429	0.456	0.076	0.48	0.234	0.256	0.168	0.248	0.216	0.096	0.091	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.703	0.305	0.252	0.221	0.166	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.102	0.279	0.169	0.43	0.0	0.0	0.2	0.077	0.5	0.331	0.195	0.407	0.571	0.254	0.415	0.202	0.221
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-SC00DF87C38	0.429	0.456	0.076	0.48	0.234	0.256	0.168	0.248	0.216	0.096	0.091	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.703	0.305	0.252	0.221	0.166	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.102	0.279	0.169	0.43	0.0	0.0	0.2	0.077	0.5	0.331	0.195	0.407	0.571	0.254	0.415	0.202	0.221
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-SC04771EF53	0.429	0.456	0.076	0.48	0.234	0.256	0.168	0.248	0.216	0.096	0.091	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.703	0.305	0.252	0.221	0.166	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.102	0.279	0.169	0.43	0.0	0.0	0.2	0.077	0.5	0.331	0.195	0.407	0.571	0.254	0.415	0.202	0.221
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-SC0BD23E626	0.429	0.456	0.076	0.48	0.234	0.256	0.168	0.248	0.216	0.096	0.091	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.703	0.305	0.252	0.221	0.166	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.102	0.279	0.169	0.43	0.0	0.0	0.2	0.077	0.5	0.331	0.195	0.407	0.571	0.254	0.415	0.202	0.221
ACVR1	Q04771	True	ACVR1_HUMAN	MIS_receptor_3	CPI-SC0C68323CF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	0.429	0.456	0.076	0.441	0.234	0.256	0.168	0.248	0.216	0.096	0.091	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.703	0.305	0.252	0.221	0.166	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.102	0.279	0.169	0.43	0.0	0.0	0.2	0.077	0.5	0.331	0.195	0.407	0.571	0.254	0.415	0.202	0.221
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	0.429	0.456	0.076	0.441	0.234	0.256	0.168	0.248	0.216	0.096	0.091	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.703	0.305	0.252	0.221	0.166	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.102	0.279	0.169	0.43	0.0	0.0	0.2	0.077	0.5	0.331	0.195	0.407	0.571	0.254	0.415	0.202	0.221
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	0.429	0.456	0.076	0.441	0.234	0.256	0.168	0.248	0.216	0.096	0.091	0.229	0.154	0.136	0.0	0.215	0.195	0.25	0.703	0.305	0.252	0.221	0.166	0.226	0.057	0.0	0.233	0.269	0.201	0.0	0.102	0.279	0.169	0.43	0.0	0.0	0.2	0.077	0.5	0.331	0.195	0.407	0.571	0.254	0.415	0.202	0.221
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B_receptor	CPI-CC028D7588F	0.09	0.108	0.02	0.0	0.234	0.066	0.06	0.059	0.083	0.051	0.01	0.125	0.028	0.095	0.0	0.215	0.106	0.057	0.073	0.136	0.056	0.019	0.0	0.036	0.057	0.0	0.158	0.119	0.134	0.0	0.0	0.108	0.169	0.2	0.0	0.0	0.061	0.077	0.05	0.041	0.071	0.028	0.037	0.047	0.042	0.132	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B_receptor	CPI-SC04091C5FD	0.09	0.108	0.02	0.0	0.234	0.066	0.06	0.059	0.083	0.051	0.01	0.125	0.028	0.095	0.0	0.215	0.106	0.057	0.073	0.136	0.056	0.019	0.0	0.036	0.057	0.0	0.158	0.119	0.134	0.0	0.0	0.108	0.169	0.2	0.0	0.0	0.061	0.077	0.05	0.041	0.071	0.028	0.037	0.047	0.042	0.132	0.0
